2024 RANK,2023 RANK,Institution Name - WRONG,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
469,561-570,Università degli Studi di Pavia,University of Pavia,IT,Italy,L,FC,VH,5.0,A,2023-02-21 00:00:00,413,2023-08-05 00:00:00,601+,2023-05-07 00:00:00,701+,51,257,2023-01-06 00:00:00,701+,2023-02-13 00:00:00,657,53.1,296,2023-02-13 00:00:00,652,44.4,336=,2023-06-24 00:00:00
473,335=,Ural Federal University - UrFU,Ural Federal University,RU,Russia,XL,CO,VH,5.0,A,2023-03-21 00:00:00,410,2023-03-13 00:00:00,601+,93.2,70,2023-01-02 00:00:00,701+,2023-07-05 00:00:00,701+,2023-08-25 00:00:00,465,63.3,225,2023-04-07 00:00:00,701+,2023-08-24 00:00:00,490=,2023-04-24 00:00:00
473,400=,Vilnius University,Vilnius University,LT,Lithuania,L,FC,HI,5.0,A,2023-08-19 00:00:00,447,2023-08-27 00:00:00,346,83,119,3,701+,13,701+,2023-09-14 00:00:00,622,43.5,351,2023-05-25 00:00:00,325,2023-07-11 00:00:00,647=,2023-04-24 00:00:00
476,400=,Universitat Politècnica de València,Technical University of Valencia,ES,Spain,L,CO,VH,4.0,A,2023-02-26 00:00:00,338,12,601+,47,332,2023-06-19 00:00:00,561,2023-03-04 00:00:00,701+,2023-09-23 00:00:00,489,56.8,271,2023-01-08 00:00:00,701+,2023-01-28 00:00:00,467=,2023-03-24 00:00:00
478,541-550,Universität Konstanz,University of Konstanz,DE,Germany,M,CO,VH,4.0,A,2023-04-20 00:00:00,430,2023-09-06 00:00:00,601+,33.7,473,2023-02-21 00:00:00,541,79.8,230,2023-02-14 00:00:00,638,2023-01-24 00:00:00,506,2023-06-15 00:00:00,536,55.8,271=,2023-02-24 00:00:00
479,420=,Universität Leipzig,Leipzig University,DE,Germany,L,FC,VH,5.0,A,2023-04-25 00:00:00,344,2023-02-10 00:00:00,601+,71,181,2023-06-09 00:00:00,701+,,,2023-08-15 00:00:00,602,59.3,249,10,701+,34.6,403=,2023-01-24 00:00:00
481,601-650,Bangor University,Bangor University,UK,United Kingdom,M,FC,VH,5.0,A,2023-08-08 00:00:00,601+,2023-03-05 00:00:00,601+,2023-09-14 00:00:00,701+,39.7,346,42.2,391,55.4,267,2023-06-24 00:00:00,503,13,661,87.4,108=,2023-09-23 00:00:00
481,601-650,Leibniz University Hannover,Leibniz University Hannover,DE,Germany,L,CO,VH,5.0,A,2023-03-21 00:00:00,408,33.2,298,2023-08-16 00:00:00,701+,2023-08-14 00:00:00,640,40.5,408,2023-06-30 00:00:00,418,44.3,350,2023-01-13 00:00:00,654,2023-09-29 00:00:00,449=,2023-09-23 00:00:00
481,601-650,University of Milano-Bicocca,University of Milano-Bicocca,IT,Italy,L,FO,VH,3.0,A,2023-06-20 00:00:00,424,2023-06-09 00:00:00,601+,2023-09-02 00:00:00,701+,57.1,227,2023-03-03 00:00:00,701+,2023-06-04 00:00:00,701+,45.2,344,2023-02-13 00:00:00,650,2023-04-29 00:00:00,453=,24
485,571-580,Universitat de Valencia,University of Valencia,ES,Spain,XL,FC,VH,5.0,A,33.9,255,2023-03-07 00:00:00,601+,2023-09-10 00:00:00,701+,2023-04-22 00:00:00,523,2023-03-02 00:00:00,701+,2023-06-16 00:00:00,588,83.4,128,2023-06-06 00:00:00,701+,31.6,425=,2023-08-23 00:00:00
489,499=,"University of Rome ""Tor Vergata""",University of Rome Tor Vergata,IT,Italy,L,CO,VH,3.0,A,2023-05-31 00:00:00,277,2023-06-12 00:00:00,601+,2023-06-07 00:00:00,701+,38.1,367,2023-01-07 00:00:00,701+,2023-02-16 00:00:00,596,32.8,435,2023-08-07 00:00:00,701+,2023-02-15 00:00:00,608=,2023-06-23 00:00:00
494,561-570,Universidad de Sevilla,University of Seville,ES,Spain,XL,FC,VH,5.0,A,38.8,220,2023-04-10 00:00:00,601+,2023-07-16 00:00:00,701+,2023-05-08 00:00:00,701+,2023-06-03 00:00:00,701+,16,599,82,135,8,701+,2023-01-29 00:00:00,456=,2023-04-23 00:00:00
498,601-650,Ulster University,Ulster University,UK,United Kingdom,L,CO,VH,4.0,A,2023-04-08 00:00:00,601+,13,601+,2023-09-11 00:00:00,701+,2023-01-12 00:00:00,697,100,72,90.5,117,38.5,388,2023-06-11 00:00:00,701+,63.7,230,2023-02-23 00:00:00
502,561-570,Bilkent University,Bilkent University,TR,Turkey,M,CO,VH,3.0,B,2023-02-22 00:00:00,396,44.9,196,2023-02-17 00:00:00,701+,2023-09-12 00:00:00,679,72,264,2023-07-05 00:00:00,701+,2023-01-04 00:00:00,701+,2023-03-14 00:00:00,588,2023-02-14 00:00:00,621=,2023-01-23 00:00:00
502,701-750,University of Portsmouth,University of Portsmouth,UK,United Kingdom,L,CO,VH,3.0,A,2023-04-08 00:00:00,601+,2023-06-09 00:00:00,601+,2023-07-08 00:00:00,701+,2023-07-18 00:00:00,572,75.1,253,87.3,134,44.8,348,2023-06-12 00:00:00,690,73.1,187=,2023-01-23 00:00:00
505,511-520,Università Cattolica del Sacro Cuore,Università Cattolica del Sacro Cuore,IT,Italy,L,FO,VH,5.0,B,2023-05-23 00:00:00,367,31.4,314,35,453,2023-04-13 00:00:00,672,2023-04-10 00:00:00,701+,2023-07-12 00:00:00,668,9,696,26,318,44.4,336=,23
509,511-520,University of Bayreuth,University of Bayreuth,DE,Germany,M,CO,VH,3.0,A,2023-03-10 00:00:00,601+,2023-03-19 00:00:00,467,46.4,338,27,464,50.1,357,2023-09-21 00:00:00,515,40.2,374,2023-01-12 00:00:00,701+,2023-04-15 00:00:00,603=,2023-09-22 00:00:00
511,443=,SOAS University of London,SOAS University of London,UK,United Kingdom,M,SP,,5.0,A,2023-01-18 00:00:00,494,2023-05-09 00:00:00,601+,2023-03-18 00:00:00,701+,2023-02-15 00:00:00,629,100,51,99,51,1,701+,2023-06-19 00:00:00,427,2023-08-03 00:00:00,701+,2023-08-22 00:00:00
511,581-590,Université Paul Sabatier Toulouse III,Toulouse III - Paul Sabatier University,FR,France,L,FO,VH,5.0,A,2023-04-18 00:00:00,485,2023-04-03 00:00:00,601+,40.4,388,2023-08-24 00:00:00,493,2023-05-05 00:00:00,701+,2023-05-23 00:00:00,493,98.2,20,2023-04-07 00:00:00,701+,2023-08-21 00:00:00,524=,2023-08-22 00:00:00
514,701-750,Boğaziçi University,Boğaziçi University,TR,Turkey,L,CO,HI,5.0,A,23,378,58.4,138,4,701+,2023-03-14 00:00:00,649,2023-01-11 00:00:00,701+,2023-06-02 00:00:00,701+,2023-09-04 00:00:00,701+,52.7,121,2023-02-06 00:00:00,701+,2023-07-22 00:00:00
514,601-650,Universität Bremen,University of Bremen,DE,Germany,L,CO,VH,4.0,A,2023-07-19 00:00:00,450,2023-04-08 00:00:00,601+,2023-03-16 00:00:00,701+,2023-04-24 00:00:00,496,41.7,394,2023-07-26 00:00:00,453,77.7,160,2023-02-07 00:00:00,701+,2023-01-28 00:00:00,467=,2023-07-22 00:00:00
523,551-560,Universidad de Zaragoza,University of Zaragoza,ES,Spain,L,FC,VH,5.0,A,2023-09-22 00:00:00,381,2023-05-04 00:00:00,601+,57.6,252,2023-01-07 00:00:00,701+,2023-01-04 00:00:00,701+,2023-07-09 00:00:00,701+,55.3,282,8,701+,80.6,145,2023-05-22 00:00:00
523,651-700,University of Hull,University of Hull,UK,United Kingdom,L,FC,HI,4.0,A,2023-05-08 00:00:00,601+,2023-05-03 00:00:00,601+,13,701+,2023-04-25 00:00:00,477,57.4,322,67.4,221,36.4,407,2023-08-16 00:00:00,507,85.2,118=,2023-05-22 00:00:00
526,345,MGIMO University,Moscow State Institute of International Relations,RU,Russia,M,SP,,4.0,A,2023-08-11 00:00:00,601+,2023-03-21 00:00:00,436,100,17,2023-04-01 00:00:00,701+,2023-07-12 00:00:00,701+,46.2,315,1,701+,47.6,144,1,701+,2023-03-22 00:00:00
526,531-540,Sabanci University,Sabancı University,TR,Turkey,S,CO,VH,3.0,B,2023-01-18 00:00:00,496,37.5,262,34.5,465,2023-02-19 00:00:00,567,37,437,15,620,2023-08-01 00:00:00,701+,2023-02-11 00:00:00,701+,2023-04-15 00:00:00,603=,2023-03-22 00:00:00
530,651-700,Aristotle University of Thessaloniki,Aristotle University of Thessaloniki,GR,Greece,XL,FC,VH,4.0,A,2023-07-28 00:00:00,305,2023-09-25 00:00:00,370,2023-08-03 00:00:00,701+,2023-05-13 00:00:00,667,2023-04-01 00:00:00,701+,4,701+,75.4,169,2023-07-15 00:00:00,532,36.6,388,2023-01-22 00:00:00
530,521-530,Christian-Albrechts-University zu Kiel,Kiel University,DE,Germany,L,FC,VH,5.0,A,2023-06-18 00:00:00,478,2023-01-10 00:00:00,601+,47.7,328,2023-01-16 00:00:00,616,,,2023-04-09 00:00:00,701+,79.9,145,2023-05-10 00:00:00,701+,42.3,351=,2023-01-22 00:00:00
530,651-700,University of Genoa,University of Genoa,IT,Italy,L,FC,VH,5.0,A,2023-04-17 00:00:00,511,2023-08-03 00:00:00,601+,2023-03-11 00:00:00,701+,40.6,340,2023-08-04 00:00:00,701+,2023-08-08 00:00:00,701+,54.3,291,2023-07-12 00:00:00,679,61.9,243=,2023-01-22 00:00:00
534,382=,Peter the Great St. Petersburg Polytechnic University,Peter the Great St. Petersburg Polytechnic University,RU,Russia,L,FO,VH,5.0,A,2023-07-16 00:00:00,529,9,601+,77.6,148,3,701+,15,669,87.6,131,2023-09-21 00:00:00,528,2023-03-04 00:00:00,701+,2023-02-18 00:00:00,564=,22
534,591-600,University of Crete,University of Crete,GR,Greece,L,FC,HI,4.0,A,2023-01-15 00:00:00,575,2023-03-14 00:00:00,573,3,701+,67.9,158,2023-07-01 00:00:00,701+,2023-08-03 00:00:00,701+,2023-04-13 00:00:00,619,2023-09-08 00:00:00,701+,2023-05-03 00:00:00,701+,22
534,601-650,University of Salamanca,University of Salamanca,ES,Spain,L,FC,VH,5.0,A,2023-08-26 00:00:00,324,15,550,2023-02-23 00:00:00,611,2023-09-06 00:00:00,701+,2023-07-06 00:00:00,701+,2023-04-22 00:00:00,510,45.3,343,2023-03-15 00:00:00,550,72.5,189=,22
538,511-520,Universidad de Alcalá,University of Alcalá,ES,Spain,L,FC,HI,3.0,A,10,601+,2023-07-04 00:00:00,601+,68.8,189,2023-02-05 00:00:00,701+,20,590,66.3,225,37.9,395,2023-04-09 00:00:00,701+,74.3,179,2023-09-21 00:00:00
542,359=,ITMO University,ITMO University,RU,Russia,M,FO,VH,5.0,A,12,601+,2023-06-11 00:00:00,601+,96.2,55,2023-09-06 00:00:00,701+,2023-04-21 00:00:00,579,38.9,354,2023-03-27 00:00:00,476,2023-03-07 00:00:00,701+,15,612=,2023-07-21 00:00:00
542,375=,University Ulm,University of Ulm,DE,Germany,M,FO,VH,4.0,A,2023-06-07 00:00:00,601+,2023-09-03 00:00:00,601+,78.3,144,33.7,404,41.1,403,2023-01-21 00:00:00,533,2023-05-14 00:00:00,603,2023-02-07 00:00:00,701+,2023-02-03 00:00:00,701+,2023-07-21 00:00:00
548,651-700,Northumbria University at Newcastle,Northumbria University,UK,United Kingdom,L,CO,VH,4.0,A,2023-05-10 00:00:00,601+,2023-09-15 00:00:00,530,2023-07-10 00:00:00,701+,16,621,67.2,291,72.3,199,49.8,314,16,523,2023-01-29 00:00:00,456=,2023-04-21 00:00:00
548,551-560,University of Eastern Finland,University of Eastern Finland,FI,Finland,L,CO,VH,4.0,A,2023-08-14 00:00:00,588,2023-07-09 00:00:00,601+,39.4,403,2023-06-24 00:00:00,494,2023-09-30 00:00:00,482,2023-08-04 00:00:00,701+,62.4,230,2023-01-08 00:00:00,701+,2023-04-28 00:00:00,463=,2023-04-21 00:00:00
551,449=,Hasselt University,Hasselt University,BE,Belgium,M,FO,VH,4.0,A,2023-08-05 00:00:00,601+,2023-04-03 00:00:00,601+,78.8,143,2023-03-18 00:00:00,579,76,247,2023-09-23 00:00:00,488,2023-02-27 00:00:00,478,2023-02-10 00:00:00,701+,2023-09-15 00:00:00,596=,2023-03-21 00:00:00
556,591-600,Politecnico di Bari,Polytechnic University of Bari,IT,Italy,S,SP,,3.0,A,2023-05-06 00:00:00,601+,2023-06-04 00:00:00,601+,2023-06-15 00:00:00,701+,79.3,114,5,701+,2023-09-07 00:00:00,701+,2023-01-04 00:00:00,701+,2023-05-05 00:00:00,701+,2023-01-01 00:00:00,701+,2023-01-21 00:00:00
556,358,"University of Chemistry and Technology, Prague","University of Chemistry and Technology, Prague",CZ,Czech Republic,S,FO,VH,4.0,A,2023-01-06 00:00:00,601+,2023-09-07 00:00:00,601+,99,35,2023-09-12 00:00:00,680,2023-08-27 00:00:00,502,71.9,201,2023-02-03 00:00:00,701+,2023-01-10 00:00:00,701+,2023-03-01 00:00:00,701+,2023-01-21 00:00:00
561,651-700,University of Plymouth,University of Plymouth,UK,United Kingdom,L,FC,HI,5.0,A,9,601+,2023-01-12 00:00:00,601+,2023-02-12 00:00:00,701+,2023-01-29 00:00:00,443,51.3,352,38.9,352,45.4,342,2023-02-11 00:00:00,701+,45,335,21
563,571-580,Université de Fribourg,University of Fribourg,CH,Switzerland,M,CO,VH,5.0,A,2023-07-10 00:00:00,601+,2023-08-03 00:00:00,601+,2023-03-05 00:00:00,701+,38.8,355,100,76,45.4,319,2023-09-08 00:00:00,701+,2023-04-20 00:00:00,411,2023-02-05 00:00:00,701+,2023-09-20 00:00:00
567,651-700,University of Huddersfield,University of Huddersfield,UK,United Kingdom,L,CO,VH,3.0,A,2023-05-12 00:00:00,601+,15,548,2023-07-06 00:00:00,701+,2023-09-20 00:00:00,547,65.1,295,79.4,165,41.2,367,9,701+,2023-03-07 00:00:00,701+,2023-08-20 00:00:00
571,651-700,Coventry University,Coventry University,UK,United Kingdom,XL,CO,VH,3.0,A,2023-02-09 00:00:00,601+,2023-05-12 00:00:00,601+,2023-07-15 00:00:00,701+,2023-08-06 00:00:00,701+,74.8,257,100,26,50.7,308,2023-07-13 00:00:00,626,2023-06-26 00:00:00,481=,2023-07-20 00:00:00
571,521-530,Warsaw University of Technology,Warsaw University of Technology,PL,Poland,L,FO,VH,5.0,A,2023-08-22 00:00:00,382,49.8,172,38.7,408,2023-03-04 00:00:00,701+,2023-08-01 00:00:00,701+,2023-03-10 00:00:00,701+,2023-07-09 00:00:00,676,2023-05-11 00:00:00,701+,2023-01-02 00:00:00,701+,2023-07-20 00:00:00
577,454=,University of Tromsø The Arctic University of Norway,University of Tromsø,NO,Norway,L,FC,HI,4.0,A,2023-01-12 00:00:00,601+,2023-07-03 00:00:00,601+,70.5,182,2023-09-08 00:00:00,701+,70.4,273,2023-07-07 00:00:00,701+,42.5,360,2023-06-09 00:00:00,701+,2023-08-21 00:00:00,524=,2023-05-20 00:00:00
580,486=,University of Klagenfurt,University of Klagenfurt,AT,Austria,S,FO,VH,4.0,A,2023-05-05 00:00:00,601+,2023-03-04 00:00:00,601+,60.2,235,2023-04-11 00:00:00,701+,95.2,148,86.6,137,3,701+,12,701+,2023-06-01 00:00:00,701+,2023-04-20 00:00:00
582,601-650,Universidad Pontificia Comillas,Comillas Pontifical University,ES,Spain,M,FO,VH,3.0,B,2023-01-08 00:00:00,601+,65.9,121,39.9,395,2023-03-02 00:00:00,701+,2023-03-19 00:00:00,597,2023-08-05 00:00:00,701+,1,701+,45.5,154,2,701+,2023-03-20 00:00:00
586,398=,National Research Tomsk Polytechnic University,Tomsk Polytechnic University,RU,Russia,M,FO,VH,5.0,A,2023-07-09 00:00:00,601+,2023-05-07 00:00:00,601+,93.9,66,4,701+,2023-01-08 00:00:00,701+,76.6,177,2023-03-21 00:00:00,535,2023-01-08 00:00:00,701+,2023-03-08 00:00:00,701+,2023-02-20 00:00:00
590,801-1000,Manchester Metropolitan University (MMU),Manchester Metropolitan University,UK,United Kingdom,XL,CO,VH,4.0,A,12,601+,2023-04-13 00:00:00,601+,2023-05-08 00:00:00,701+,2023-08-09 00:00:00,701+,44.4,380,40.5,339,66.6,210,2023-06-14 00:00:00,576,69.3,210=,2023-01-20 00:00:00
593,511-520,"Goldsmiths, University of London","Goldsmiths, University of London",UK,United Kingdom,M,FO,VH,5.0,A,2023-09-14 00:00:00,587,6,601+,2023-07-14 00:00:00,701+,2023-06-13 00:00:00,663,97.8,117,92.8,101,2023-02-01 00:00:00,701+,2023-02-17 00:00:00,490,2023-08-01 00:00:00,701+,20
595,801-1000,Nottingham Trent University,Nottingham Trent University,UK,United Kingdom,XL,CO,HI,3.0,A,2023-06-10 00:00:00,601+,2023-05-20 00:00:00,450,2023-02-10 00:00:00,701+,2023-02-05 00:00:00,701+,56.9,326,61,243,52.1,300,2023-08-13 00:00:00,616,50.6,305=,2023-09-19 00:00:00
595,436=,Università Vita-Salute San Raffaele,Vita-Salute San Raffaele University,IT,Italy,S,SP,,3.0,B,2023-01-03 00:00:00,601+,2023-07-01 00:00:00,601+,98.8,40,39,352,2023-03-08 00:00:00,701+,2023-01-03 00:00:00,701+,2023-06-03 00:00:00,701+,2023-06-07 00:00:00,701+,1,701+,2023-09-19 00:00:00
600,441=,Universität des Saarlandes,Saarland University,DE,Germany,L,FC,VH,4.0,A,2023-01-11 00:00:00,601+,2023-05-04 00:00:00,601+,89.9,87,2023-03-08 00:00:00,701+,2023-09-04 00:00:00,701+,39.2,350,39,384,2023-01-20 00:00:00,416,2,701+,2023-08-19 00:00:00
601-610,601-650,Abo Akademi University,Åbo Akademi University,FI,Finland,M,CO,VH,5.0,A,2023-03-08 00:00:00,601+,2023-02-06 00:00:00,601+,2023-06-23 00:00:00,605,40.7,336,45.2,377,2023-05-15 00:00:00,612,2023-05-29 00:00:00,460,2023-05-11 00:00:00,701+,2023-08-11 00:00:00,644=,-
601-610,601-650,"Kingston University, London",Kingston University,UK,United Kingdom,L,CO,HI,3.0,A,2023-05-17 00:00:00,506,2023-06-12 00:00:00,601+,2023-01-06 00:00:00,701+,2023-07-08 00:00:00,701+,71.9,265,99.4,45,2023-02-09 00:00:00,690,2023-01-14 00:00:00,605,2023-08-09 00:00:00,669=,-
601-610,551-560,University of Szeged,University of Szeged,HU,Hungary,L,FC,HI,5.0,B,18,498,12,601+,44.6,352,2023-09-04 00:00:00,701+,2023-09-11 00:00:00,701+,50.5,288,34.6,420,2023-01-09 00:00:00,701+,34.9,400=,-
611-620,701-750,Brno University of Technology,Brno University of Technology,CZ,Czech Republic,L,FO,VH,5.0,A,2023-01-13 00:00:00,601+,34.7,280,2023-07-22 00:00:00,623,2023-07-06 00:00:00,701+,9,701+,70.9,204,38.6,387,2023-02-14 00:00:00,597,2023-07-02 00:00:00,701+,-
611-620,477=,Martin-Luther-Universität Halle-Wittenberg,Martin Luther University Halle-Wittenberg,DE,Germany,L,FC,VH,5.0,A,2023-04-14 00:00:00,599,2023-03-04 00:00:00,601+,82.8,123,2023-09-06 00:00:00,701+,,,2023-08-09 00:00:00,701+,73.4,179,2023-06-07 00:00:00,701+,2023-08-05 00:00:00,701+,-
611-620,591-600,University of Minho,University of Minho,PT,Portugal,L,FC,VH,4.0,A,2023-06-15 00:00:00,562,2023-07-08 00:00:00,601+,32.8,483,2023-07-18 00:00:00,573,2023-04-19 00:00:00,596,18,575,52.7,297,2023-02-10 00:00:00,701+,2023-06-27 00:00:00,471=,-
621-630,651-700,Universitat Ramon Llull,University Ramon Llull,ES,Spain,L,CO,HI,3.0,B,2023-04-10 00:00:00,601+,43.7,208,2023-03-06 00:00:00,701+,2023-05-08 00:00:00,701+,94.7,153,32.2,399,2023-04-02 00:00:00,701+,2023-06-15 00:00:00,535,2023-04-01 00:00:00,701+,-
621-630,601-650,University of Ljubljana,University of Ljubljana,SI,Slovenia,XL,FC,VH,5.0,A,20,439,2023-05-09 00:00:00,601+,35.6,446,2023-03-06 00:00:00,701+,2023-05-04 00:00:00,701+,2023-07-10 00:00:00,701+,59.3,250,48.9,139,2023-02-17 00:00:00,574=,-
621-630,701-750,University of the Basque Country,University of the Basque Country,ES,Spain,XL,CO,VH,3.0,A,2023-04-19 00:00:00,457,2023-04-06 00:00:00,601+,34.7,462,2023-04-17 00:00:00,593,2023-05-02 00:00:00,701+,2023-08-03 00:00:00,701+,73.6,178,7,701+,2023-02-21 00:00:00,533=,-
631-640,651-700,Palacký University Olomouc,Palacký University Olomouc,CZ,Czech Republic,L,FO,VH,5.0,A,15,583,2023-09-17 00:00:00,492,2023-06-29 00:00:00,524,2023-06-08 00:00:00,701+,33.3,465,2023-05-19 00:00:00,555,54,292,2023-05-09 00:00:00,701+,2023-07-23 00:00:00,506=,-
631-640,751-800,Université de Lille,University of Lille,FR,France,XL,FO,VH,1.0,A,2023-03-25 00:00:00,346,2023-02-04 00:00:00,601+,2023-04-04 00:00:00,701+,2023-06-14 00:00:00,643,2023-08-16 00:00:00,637,2023-06-17 00:00:00,580,86.3,106,7,701+,2023-02-17 00:00:00,574=,-
641-650,434=,Far Eastern Federal University,Far Eastern Federal University,RU,Russia,L,CO,HI,5.0,A,2023-06-10 00:00:00,601+,2023-05-03 00:00:00,601+,94.9,62,2023-08-01 00:00:00,701+,2023-01-14 00:00:00,685,66.1,227,2023-01-05 00:00:00,701+,2023-02-08 00:00:00,701+,2023-02-01 00:00:00,701+,-
641-650,701-750,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,IT,Italy,S,FO,VH,3.0,A,5,601+,2023-05-01 00:00:00,601+,11,701+,47.6,285,74.8,256,2023-03-26 00:00:00,460,2023-01-11 00:00:00,651,8,701+,2023-09-01 00:00:00,701+,-
641-650,701-750,University of Bradford,University of Bradford,UK,United Kingdom,M,CO,VH,4.0,A,2023-07-08 00:00:00,601+,2023-03-07 00:00:00,601+,2023-02-08 00:00:00,701+,2023-01-18 00:00:00,582,63.8,301,93.2,99,2023-01-20 00:00:00,543,2023-06-21 00:00:00,384,2023-04-03 00:00:00,701+,-
641-650,801-1000,University of Modena and Reggio Emilia,University of Modena and Reggio Emilia,IT,Italy,L,FC,VH,5.0,A,2023-07-08 00:00:00,601+,2023-02-03 00:00:00,601+,2023-03-02 00:00:00,701+,50.3,262,2023-09-03 00:00:00,701+,2023-08-03 00:00:00,701+,2023-04-21 00:00:00,532,2023-09-13 00:00:00,613,57.4,263=,-
651-660,701-750,Tallinn University of Technology (TalTech),Tallinn University of Technology,EE,Estonia,M,FO,VH,5.0,A,2023-09-12 00:00:00,601+,2023-04-11 00:00:00,601+,2023-06-27 00:00:00,553,2023-06-09 00:00:00,701+,49.5,360,25,475,48.5,323,32,239,2023-05-03 00:00:00,701+,-
651-660,801-1000,University of Hohenheim,University of Hohenheim,DE,Germany,M,SP,,5.0,A,2023-08-09 00:00:00,601+,2023-03-05 00:00:00,601+,10,701+,39.4,348,2023-04-26 00:00:00,515,2023-02-24 00:00:00,484,36.3,410,2023-08-08 00:00:00,701+,15,612=,-
661-670,651-700,Aberystwyth University,Aberystwyth University,UK,United Kingdom,M,CO,VH,5.0,A,2023-05-09 00:00:00,601+,2023-04-06 00:00:00,601+,2023-05-19 00:00:00,680,2023-05-23 00:00:00,507,46.1,374,49.5,300,2023-01-27 00:00:00,482,2023-05-10 00:00:00,701+,2023-06-09 00:00:00,678=,-
661-670,801-1000,Ca' Foscari University of Venice,Ca' Foscari University of Venice,IT,Italy,L,FO,VH,5.0,A,2023-08-18 00:00:00,474,2023-08-14 00:00:00,554,2023-09-04 00:00:00,701+,2023-02-14 00:00:00,653,35.1,454,2023-02-08 00:00:00,701+,2023-05-15 00:00:00,590,2023-08-10 00:00:00,701+,62.8,235=,-
661-670,651-700,Karl-Franzens-Universitaet Graz,University of Graz,AT,Austria,L,CO,VH,5.0,A,2023-03-21 00:00:00,407,2023-05-09 00:00:00,601+,2023-03-12 00:00:00,701+,2023-09-10 00:00:00,701+,46.9,369,2023-04-28 00:00:00,439,2023-02-15 00:00:00,596,2023-03-18 00:00:00,456,2023-02-19 00:00:00,549=,-
661-670,751-800,Middlesex University,Middlesex University,UK,United Kingdom,L,CO,HI,4.0,A,2023-06-05 00:00:00,601+,2023-08-04 00:00:00,601+,2023-03-08 00:00:00,701+,2023-03-14 00:00:00,650,85.1,209,99.6,38,2023-06-20 00:00:00,540,2023-08-15 00:00:00,529,2023-06-08 00:00:00,693,-
661-670,801-1000,Università degli Studi di Perugia,University of Perugia,IT,Italy,L,FC,VH,5.0,A,2023-03-09 00:00:00,601+,2023-03-02 00:00:00,601+,2023-06-03 00:00:00,701+,42.4,318,2023-09-06 00:00:00,701+,2023-09-05 00:00:00,701+,2023-03-27 00:00:00,477,6,701+,66,222,-
661-670,751-800,Universitat Rovira i Virgili,University of Rovira i Virgili,ES,Spain,L,FC,HI,3.0,A,2023-07-06 00:00:00,601+,2,601+,2023-06-16 00:00:00,701+,37.4,375,2023-06-07 00:00:00,701+,2023-05-22 00:00:00,507,38.6,386,2023-05-07 00:00:00,701+,47.2,323=,-
671-680,651-700,University of Debrecen,University of Debrecen,HU,Hungary,L,FC,HI,5.0,A,2023-03-17 00:00:00,515,2023-03-10 00:00:00,601+,2023-04-30 00:00:00,516,2023-07-03 00:00:00,701+,2023-06-10 00:00:00,701+,68,218,39.6,381,2023-09-16 00:00:00,500,2023-05-03 00:00:00,701+,-
671-680,801-1000,University of Greenwich,University of Greenwich,UK,United Kingdom,L,CO,HI,3.0,A,2023-05-04 00:00:00,601+,2023-02-04 00:00:00,601+,2023-06-04 00:00:00,701+,2023-06-10 00:00:00,701+,91.9,173,100,30,41.1,368,2023-08-12 00:00:00,671,2023-07-12 00:00:00,636=,-
681-690,751-800,Paris Lodron University of Salzburg,University of Salzburg,AT,Austria,M,CO,VH,5.0,A,2023-04-09 00:00:00,601+,2023-03-02 00:00:00,601+,13,701+,8,701+,95.1,150,97.5,68,2023-03-13 00:00:00,621,12,701+,2023-03-06 00:00:00,701+,-
681-690,651-700,Taras Shevchenko National University of Kyiv,Taras Shevchenko National University of Kyiv,UA,Ukraine,L,CO,VH,5.0,A,2023-02-19 00:00:00,467,38.6,252,33.4,477,2023-03-02 00:00:00,701+,2023-05-01 00:00:00,701+,2023-01-05 00:00:00,701+,2023-09-02 00:00:00,701+,28,288,2023-09-01 00:00:00,701+,-
681-690,467=,The National University of Science and Technology MISIS,National University of Science and Technology MISiS,RU,Russia,M,SP,,2.0,A,2023-05-06 00:00:00,601+,8,601+,75.5,163,2023-07-14 00:00:00,642,2023-09-07 00:00:00,701+,49.9,295,2023-06-03 00:00:00,701+,2023-08-09 00:00:00,701+,2023-01-01 00:00:00,701+,-
691-700,701-750,University of Mons,University of Mons,BE,Belgium,M,CO,VH,2.0,A,2023-07-06 00:00:00,601+,13,601+,2023-01-03 00:00:00,701+,40.3,343,35.9,448,43.6,331,2023-02-05 00:00:00,701+,2023-03-11 00:00:00,701+,2023-08-01 00:00:00,701+,-
691-700,701-750,University of Trieste,University of Trieste,IT,Italy,L,FC,HI,4.0,A,2023-09-11 00:00:00,601+,2023-06-03 00:00:00,601+,4,701+,45.5,297,2023-04-06 00:00:00,701+,2023-06-07 00:00:00,701+,37.6,397,2023-09-12 00:00:00,666,4,701+,-
