Unnamed: 0,2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,Institution Name - WRONG,Wikidata
472,1201-1400,1201-1400,Moscow State Pedagogical University,RU,Russia,L,FO,HI,5.0,A,8.3,601+,2.7,601+,7.6,701+,1.4,701+,1.2,701+,25.9,464,1.0,701+,7.1,701+,1.0,701+,-,Moscow Pedagogical State University,"{""entities"": {""Q1778321"": {""type"": ""item"", ""id"": ""Q1778321"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Russia""}}}}, ""success"": 1}"
473,1201-1400,1201-1400,Moscow Power Engineering Institute,RU,Russia,M,FO,VH,5.0,A,5.8,601+,3.5,601+,11.7,701+,2.0,701+,7.9,701+,45.0,323,1.1,701+,7.8,701+,1.4,701+,-,National Research University Moscow Power Engineering Institute (MPEI),"{""entities"": {""Q224802"": {""type"": ""item"", ""id"": ""Q224802"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
474,1201-1400,1201-1400,National University of Life and Environmental Sciences of Ukraine,UA,Ukraine,L,FO,HI,5.0,A,5.7,601+,4.4,601+,17.2,701+,1.4,701+,1.2,701+,1.2,701+,1.1,701+,9.8,701+,1.1,701+,-,National University of Life and Environmental Sciences of Ukraine,"{""entities"": {""Q4315124"": {""type"": ""item"", ""id"": ""Q4315124"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""academic publisher""}}}}, ""success"": 1}"
475,1201-1400,,Norwegian University of Life Sciences,NO,Norway,,SP,,,,5.9,601+,3.7,601+,,,,,,,,,41.5,366,,,,,-,Norwegian University of Life Sciences (UMB),"{""entities"": {""Q1725075"": {""type"": ""item"", ""id"": ""Q1725075"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
476,1201-1400,1201-1400,Óbuda University,HU,Hungary,M,FO,VH,2.0,A,4.5,601+,3.9,601+,2.1,701+,6.6,701+,13.6,693,7.6,701+,1.3,701+,5.6,701+,1.0,701+,-,Óbuda University,"{""entities"": {""Q1412435"": {""type"": ""item"", ""id"": ""Q1412435"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""technical university in Budapest""}}}}, ""success"": 1}"
477,1201-1400,801-1000,Perm State University,RU,Russia,M,FO,VH,5.0,A,5.0,601+,1.7,601+,41.1,383,1.5,701+,1.4,701+,5.8,701+,1.0,701+,7.7,701+,2.5,701+,-,Perm State National Research University,"{""entities"": {""Q2031051"": {""type"": ""item"", ""id"": ""Q2031051"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Perm, Russia""}}}}, ""success"": 1}"
478,1201-1400,1201-1400,Russian State Agrarian University – Moscow Timiryazev Agricultural Academy,RU,Russia,L,FO,HI,5.0,A,7.1,601+,3.5,601+,7.7,701+,1.3,701+,2.0,701+,4.8,701+,1.0,701+,9.9,701+,5.3,701+,-,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,"{""entities"": {""Q1531782"": {""type"": ""item"", ""id"": ""Q1531782"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Moscow, Russia""}}}}, ""success"": 1}"
479,1201-1400,1201-1400,Russian State University for the Humanities,RU,Russia,M,FO,VH,3.0,A,5.4,601+,2.6,601+,17.5,701+,1.3,701+,1.7,701+,4.1,701+,1.0,701+,8.6,701+,1.0,701+,-,Russian State University for the Humanities,"{""entities"": {""Q2631070"": {""type"": ""item"", ""id"": ""Q2631070"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Moscow, Russia""}}}}, ""success"": 1}"
480,1201-1400,1201-1400,Ștefan cel Mare University of Suceava,RO,Romania,M,CO,HI,3.0,A,3.8,601+,2.3,601+,4.9,701+,3.8,701+,2.4,701+,27.7,443,1.1,701+,8.5,701+,1.0,701+,-,Stefan cel Mare University of Suceava,"{""entities"": {""Q653439"": {""type"": ""item"", ""id"": ""Q653439"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Romanian public university""}}}}, ""success"": 1}"
481,1201-1400,,Suleyman Demirel University,TR,Turkey,XL,FC,MD,3.0,A,6.8,601+,3.8,601+,4.1,701+,2.4,701+,1.8,701+,5.1,701+,1.5,701+,7.5,701+,1.1,701+,-,Suleyman Demirel University,"{""entities"": {""Q2370088"": {""type"": ""item"", ""id"": ""Q2370088"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university located in Kaskelen, Almaty Region, Kazakhstan""}}}}, ""success"": 1}"
482,1201-1400,1201-1400,Technical University of Cluj-Napoca,RO,Romania,L,SP,,5.0,A,5.0,601+,4.8,601+,7.3,701+,3.7,701+,1.7,701+,2.7,701+,2.8,701+,8.0,701+,1.1,701+,-,Technical University of Cluj-Napoca,"{""entities"": {""Q729296"": {""type"": ""item"", ""id"": ""Q729296"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
483,1201-1400,1001-1200,Lublin University of Technology,PL,Poland,M,FO,VH,2.0,A,5.7,601+,1.9,601+,23.8,596,2.7,701+,,,11.3,686,1.0,701+,6.2,701+,1.0,701+,-,Technical University of Lublin,"{""entities"": {""Q2333801"": {""type"": ""item"", ""id"": ""Q2333801"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""technical university in Lublin, Poland""}}}}, ""success"": 1}"
484,1201-1400,1201-1400,Gheorghe Asachi Technical University of Iași,RO,Romania,L,SP,,4.0,A,6.0,601+,6.8,601+,2.4,701+,5.5,701+,,,5.0,701+,2.2,701+,6.5,701+,1.1,701+,-,"The ""Gheorghe Asachi"" Technical University of Iasi","{""entities"": {""Q458666"": {""type"": ""item"", ""id"": ""Q458666"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
485,1201-1400,1001-1200,Herzen University,RU,Russia,L,FO,HI,5.0,A,4.0,601+,1.9,601+,24.9,586,1.2,701+,1.5,701+,38.9,353,1.0,701+,8.8,701+,1.5,701+,-,The Herzen State Pedagogical University of Russia,"{""entities"": {""Q323681"": {""type"": ""item"", ""id"": ""Q323681"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Saint Petersburg, Russia""}}}}, ""success"": 1}"
486,1201-1400,1001-1200,University of Osijek,HR,Croatia,L,CO,HI,3.0,A,4.3,601+,,,30.2,519,2.9,701+,,,,,5.3,701+,9.9,701+,1.0,701+,-,The Josip Juraj Strossmayer University of Osijek,"{""entities"": {""Q1708709"": {""type"": ""item"", ""id"": ""Q1708709"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Croatian university""}}}}, ""success"": 1}"
487,1201-1400,1001-1200,Belgorod State University,RU,Russia,L,FC,MD,5.0,A,4.0,601+,1.3,601+,18.4,701+,2.0,701+,2.4,701+,52.9,275,1.2,701+,7.9,701+,3.5,701+,-,"The National Research University ""Belgorod State University""","{""entities"": {""Q2010483"": {""type"": ""item"", ""id"": ""Q2010483"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""University in Russia""}}}}, ""success"": 1}"
488,1201-1400,1201-1400,Transilvania University of Brașov,RO,Romania,L,FC,HI,4.0,A,6.0,601+,3.8,601+,6.0,701+,3.3,701+,2.4,701+,2.0,701+,3.4,701+,7.9,701+,1.6,701+,-,Transilvania University of Brasov,"{""entities"": {""Q1475400"": {""type"": ""item"", ""id"": ""Q1475400"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Bra\u0219ov, Romania""}}}}, ""success"": 1}"
489,1201-1400,1201-1400,University of Bergamo,IT,Italy,L,FO,VH,3.0,A,5.7,601+,2.3,601+,1.5,701+,6.3,701+,8.4,701+,6.4,701+,1.4,701+,8.5,701+,1.1,701+,-,Università degli studi di Bergamo,"{""entities"": {""Q45855"": {""type"": ""item"", ""id"": ""Q45855"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Italian university""}}}}, ""success"": 1}"
490,1201-1400,1201-1400,West University of Timișoara,RO,Romania,L,FO,HI,4.0,A,9.6,601+,6.3,601+,4.8,701+,2.6,701+,1.6,701+,5.2,701+,1.1,701+,8.2,701+,1.1,701+,-,Universitatea de Vest din Timisoara / West University of Timisoara,"{""entities"": {""Q837657"": {""type"": ""item"", ""id"": ""Q837657"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
491,1201-1400,,University of Franche-Comté,FR,France,,CO,,,A,5.8,601+,2.1,601+,,,,,,,,,46.0,336,,,,,-,Université de Franche-Comté,"{""entities"": {""Q829449"": {""type"": ""item"", ""id"": ""Q829449"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""French university based in Besan\u00e7on""}}}}, ""success"": 1}"
492,1201-1400,,University of Limoges,FR,France,M,SP,,,,6.1,601+,1.9,601+,18.2,701+,7.2,701+,,,,,16.7,578,6.4,701+,,,-,Université de Limoges,"{""entities"": {""Q2661290"": {""type"": ""item"", ""id"": ""Q2661290"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""French university""}}}}, ""success"": 1}"
493,1201-1400,1201-1400,Jean Moulin University Lyon 3,FR,France,L,SP,,5.0,A,8.9,601+,3.4,601+,1.8,701+,2.2,701+,25.5,528,30.8,414,1.0,701+,7.1,701+,1.1,701+,-,Université Jean Moulin Lyon 3,"{""entities"": {""Q4027"": {""type"": ""item"", ""id"": ""Q4027"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""French public university created in 1973""}}}}, ""success"": 1}"
494,1201-1400,1201-1400,Paris Nanterre University,FR,France,XL,FO,VH,5.0,A,11.9,601+,2.4,601+,3.0,701+,3.0,701+,9.9,701+,1.5,701+,14.6,601,15.2,553,1.9,701+,-,Université Paris-Nanterre,"{""entities"": {""Q1394262"": {""type"": ""item"", ""id"": ""Q1394262"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""French university in the Academy of Versailles""}}}}, ""success"": 1}"
495,1201-1400,1001-1200,University of Białystok,PL,Poland,M,FO,VH,3.0,A,5.8,601+,3.1,601+,28.1,544,2.5,701+,,,5.2,701+,1.5,701+,6.1,701+,1.0,701+,-,University of Bialystok,"{""entities"": {""Q1658883"": {""type"": ""item"", ""id"": ""Q1658883"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Poland""}}}}, ""success"": 1}"
496,1201-1400,,University of Iceland,IS,Iceland,,CO,,5.0,,7.8,601+,5.5,601+,,,,,,,,,37.9,396,,,,,-,University of Iceland,"{""entities"": {""Q196559"": {""type"": ""item"", ""id"": ""Q196559"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
497,1201-1400,1001-1200,University of Miskolc,HU,Hungary,M,CO,HI,5.0,B,6.2,601+,5.2,601+,23.6,606,2.3,701+,3.1,701+,6.6,701+,1.2,701+,12.7,675,1.1,701+,-,University of Miskolc,"{""entities"": {""Q729786"": {""type"": ""item"", ""id"": ""Q729786"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Hungary""}}}}, ""success"": 1}"
498,1201-1400,1201-1400,University of Niš,RS,Serbia,L,FC,HI,4.0,A,5.2,601+,3.7,601+,13.2,701+,2.4,701+,,,6.2,701+,6.1,701+,9.1,701+,1.1,701+,-,University of Niš,"{""entities"": {""Q1388776"": {""type"": ""item"", ""id"": ""Q1388776"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""University in Serbia""}}}}, ""success"": 1}"
499,1201-1400,1001-1200,University of Ostrava,CZ,Czech Republic,M,FO,VH,3.0,A,6.0,601+,1.0,601+,19.9,669,4.1,701+,18.6,605,12.3,673,1.8,701+,7.7,701+,1.2,701+,-,University of Ostrava,"{""entities"": {""Q1783294"": {""type"": ""item"", ""id"": ""Q1783294"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Ostrava, Czech Republic""}}}}, ""success"": 1}"
500,1201-1400,1001-1200,University of Pannonia,HU,Hungary,S,FO,VH,4.0,A,4.5,601+,3.5,601+,23.7,603,8.3,701+,,,9.2,701+,5.9,701+,5.8,701+,1.0,701+,-,University of Pannonia,"{""entities"": {""Q606815"": {""type"": ""item"", ""id"": ""Q606815"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
501,1201-1400,1001-1200,University of Rijeka,HR,Croatia,L,CO,HI,4.0,A,5.9,601+,2.7,601+,17.1,701+,4.3,701+,2.6,701+,1.9,701+,5.7,701+,10.1,701+,2.6,701+,-,University of Rijeka,"{""entities"": {""Q787388"": {""type"": ""item"", ""id"": ""Q787388"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Croatian university""}}}}, ""success"": 1}"
502,1201-1400,1201-1400,University of Rzeszów,PL,Poland,L,FC,HI,3.0,A,4.3,601+,1.9,601+,17.8,701+,2.6,701+,,,1.7,701+,2.0,701+,6.1,701+,1.0,701+,-,University of Rzeszów,"{""entities"": {""Q660907"": {""type"": ""item"", ""id"": ""Q660907"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Rzesz\u00f3w, Poland""}}}}, ""success"": 1}"
503,1201-1400,1201-1400,University of Sarajevo,BA,Bosnia and Herzegovina,L,CO,HI,4.0,A,4.2,601+,3.5,601+,3.8,701+,2.0,701+,,,3.0,701+,7.0,701+,38.2,192,1.0,701+,-,University of Sarajevo,"{""entities"": {""Q572286"": {""type"": ""item"", ""id"": ""Q572286"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Bosnia and Herzegovina""}}}}, ""success"": 1}"
504,1201-1400,1201-1400,University of Silesia in Katowice,PL,Poland,L,CO,VH,4.0,A,5.3,601+,4.3,601+,17.2,701+,3.3,701+,3.3,701+,3.3,701+,11.5,644,8.3,701+,1.4,701+,-,University of Silesia in Katowice,"{""entities"": {""Q615154"": {""type"": ""item"", ""id"": ""Q615154"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Polish university""}}}}, ""success"": 1}"
505,1201-1400,1201-1400,University of Split,HR,Croatia,L,FC,HI,3.0,A,5.9,601+,2.5,601+,4.2,701+,3.9,701+,1.5,701+,2.1,701+,5.9,701+,11.0,701+,1.4,701+,-,University of Split,"{""entities"": {""Q609301"": {""type"": ""item"", ""id"": ""Q609301"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Croatian university""}}}}, ""success"": 1}"
506,1201-1400,1001-1200,University of Warmia and Mazury in Olsztyn,PL,Poland,L,FO,VH,2.0,A,6.0,601+,10.8,601+,24.2,589,3.5,701+,2.0,701+,2.7,701+,4.3,701+,6.3,701+,1.3,701+,-,University of Warmia and Mazury in Olsztyn,"{""entities"": {""Q1733433"": {""type"": ""item"", ""id"": ""Q1733433"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Poland""}}}}, ""success"": 1}"
507,1201-1400,1201-1400,University of West Bohemia,CZ,Czech Republic,M,FO,VH,3.0,A,5.9,601+,2.0,601+,11.9,701+,4.3,701+,,,,,2.7,701+,11.4,701+,1.0,701+,-,University of West Bohemia,"{""entities"": {""Q1973888"": {""type"": ""item"", ""id"": ""Q1973888"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Pilsen, Czech Republic""}}}}, ""success"": 1}"
508,1201-1400,1201-1400,Politehnica University of Bucharest,RO,Romania,L,FO,VH,5.0,A,5.7,601+,8.7,601+,3.5,701+,6.4,701+,1.5,701+,2.8,701+,17.9,561,6.4,701+,1.2,701+,-,University POLITEHNICA of Bucharest,"{""entities"": {""Q1465448"": {""type"": ""item"", ""id"": ""Q1465448"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Bucharest, Romania""}}}}, ""success"": 1}"
509,1201-1400,1001-1200,Voronezh State University,RU,Russia,L,CO,HI,5.0,A,5.9,601+,2.3,601+,19.9,670,1.3,701+,3.4,701+,25.6,466,1.0,701+,6.6,701+,1.4,701+,-,Voronezh State University,"{""entities"": {""Q1807470"": {""type"": ""item"", ""id"": ""Q1807470"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Russia""}}}}, ""success"": 1}"
510,1401+,1201-1400,Akdeniz University,TR,Turkey,XL,FC,HI,3.0,A,5.2,601+,3.8,601+,3.4,701+,2.8,701+,1.2,701+,1.1,701+,1.9,701+,7.5,701+,1.0,701+,-,Akdeniz Üniversitesi,"{""entities"": {""Q169939"": {""type"": ""item"", ""id"": ""Q169939"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Turkish public university located in Antalya""}}}}, ""success"": 1}"
511,1401+,1401+,Atatürk University,TR,Turkey,XL,CO,HI,4.0,A,4.9,601+,2.0,601+,2.8,701+,3.9,701+,2.7,701+,3.6,701+,2.3,701+,9.4,701+,4.3,701+,-,Ataturk University,"{""entities"": {""Q753778"": {""type"": ""item"", ""id"": ""Q753778"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Turkish public university located in Erzurum""}}}}, ""success"": 1}"
512,1401+,1401+,Çukurova University,TR,Turkey,XL,FC,HI,4.0,A,4.4,601+,2.8,601+,4.5,701+,2.5,701+,2.1,701+,5.0,701+,3.8,701+,6.9,701+,13.9,625=,-,Cukurova University,"{""entities"": {""Q272951"": {""type"": ""item"", ""id"": ""Q272951"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Turkish public university located in Adana""}}}}, ""success"": 1}"
513,1401+,,Georgian Technical University,GE,Georgia,,FO,,5.0,A,6.3,601+,4.2,601+,,,,,,,,,1.0,701+,,,,,-,Georgian Technical University,"{""entities"": {""Q1425119"": {""type"": ""item"", ""id"": ""Q1425119"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""technical university in Tbilisi, Georgia""}}}}, ""success"": 1}"
514,1401+,1201-1400,Irkutsk State University,RU,Russia,L,CO,HI,5.0,A,3.6,601+,1.6,601+,17.6,701+,1.4,701+,1.9,701+,3.8,701+,1.1,701+,8.7,701+,1.5,701+,-,Irkutsk State University,"{""entities"": {""Q670649"": {""type"": ""item"", ""id"": ""Q670649"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Irkutsk""}}}}, ""success"": 1}"
